work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Data Analyst,127000,USD,127000,United States,0,United States,M
2022,SE,FT,Data Engineer,275000,USD,275000,United States,100,United States,M
2022,SE,FT,Data Engineer,166000,USD,166000,United States,100,United States,M
2022,SE,FT,Data Scientist,159699,USD,159699,United States,0,United States,M
2022,SE,FT,Data Scientist,138938,USD,138938,United States,0,United States,M
2022,EN,FT,BI Analyst,76000,USD,76000,United States,50,United States,L
2022,SE,FT,Data Analyst,166700,USD,166700,United States,0,United States,M
2022,SE,FT,Data Analyst,119000,USD,119000,United States,0,United States,M
2022,SE,FT,Data Analyst,130000,USD,130000,United States,0,United States,M
2022,SE,FT,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,SE,FT,Analytics Engineer,84000,GBP,104038,United Kingdom,0,United Kingdom,M
2022,SE,FT,Analytics Engineer,75000,GBP,92891,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Analyst,80000,USD,80000,United States,0,United States,M
2022,SE,FT,Data Analyst,52500,USD,52500,United States,0,United States,M
2022,SE,FT,Data Engineer,236000,USD,236000,United States,100,United States,M
2022,SE,FT,Data Engineer,182000,USD,182000,United States,100,United States,M
2022,SE,FT,Data Scientist,180000,USD,180000,United States,100,United States,M
2022,SE,FT,Data Scientist,140000,USD,140000,United States,100,United States,M
2022,SE,FT,Data Scientist,225000,USD,225000,United States,0,United States,M
2022,SE,FT,Data Scientist,156400,USD,156400,United States,0,United States,M
2022,SE,FT,Data Analyst,135000,USD,135000,United States,100,United States,M
2022,SE,FT,Data Analyst,100000,USD,100000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,United States,0,United States,M
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,United States,0,United States,M
2022,MI,FT,Research Engineer,240000,USD,240000,United States,100,United States,M
2022,EN,Portugal,Data Analyst,125404,USD,125404,China,50,United States,S
2022,SE,FT,Data Engineer,300000,USD,300000,United States,0,United States,M
2022,SE,FT,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,SE,FT,Data Engineer,195000,USD,195000,United States,100,United States,M
2022,SE,FT,Data Engineer,175000,USD,175000,United States,100,United States,M
2022,SE,FT,Data Engineer,155000,USD,155000,United States,0,United States,M
2022,SE,FT,Data Engineer,110000,USD,110000,United States,0,United States,M
2022,SE,FT,Data Operations Analyst,123000,USD,123000,United States,0,United States,M
2022,SE,FT,Data Operations Analyst,92250,USD,92250,United States,0,United States,M
2022,SE,FT,Data Engineer,170000,USD,170000,United States,0,United States,M
2022,SE,FT,Data Engineer,150000,USD,150000,United States,0,United States,M
2022,MI,FT,ML Engineer,180000,USD,180000,United States,100,United States,M
2022,MI,FT,ML Engineer,100000,USD,100000,United States,100,United States,M
2022,SE,FT,Data Engineer,97000,USD,97000,United States,100,United States,M
2022,SE,FT,Data Engineer,90000,USD,90000,United States,100,United States,M
2022,SE,FT,Data Engineer,200000,USD,200000,United States,0,United States,M
2022,SE,FT,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,United States,100,United States,M
2022,SE,FT,Data Engineer,260000,USD,260000,United States,0,United States,M
2022,SE,FT,Data Engineer,180000,USD,180000,United States,0,United States,M
2022,EX,FT,Analytics Engineer,210000,USD,210000,United States,100,United States,M
2022,EX,FT,Analytics Engineer,157000,USD,157000,United States,100,United States,M
2022,EN,FT,Data Scientist,180000,USD,180000,United States,100,United States,M
2022,EN,FT,Data Scientist,100000,USD,100000,United States,100,United States,M
2022,MI,FT,Data Analyst,80000,USD,80000,United States,0,United States,M
2022,MI,FT,Data Analyst,52500,USD,52500,United States,0,United States,M
2022,SE,FT,Data Architect,128000,USD,128000,United States,0,United States,M
2022,SE,FT,Data Architect,81500,USD,81500,United States,0,United States,M
2022,SE,FT,Data Operations Engineer,105000,USD,105000,United States,0,United States,M
2022,SE,FT,Data Operations Engineer,70000,USD,70000,United States,0,United States,M
2022,SE,FT,Data Scientist,175000,USD,175000,United States,0,United States,M
2022,SE,FT,Data Scientist,122500,USD,122500,United States,0,United States,M
2022,SE,FT,Data Engineer,171000,USD,171000,United States,0,United States,M
2022,SE,FT,Data Engineer,117000,USD,117000,United States,0,United States,M
2022,SE,FT,Data Scientist,202800,USD,202800,United States,0,United States,L
2022,SE,FT,Data Scientist,104300,USD,104300,United States,0,United States,L
2022,SE,FT,Data Analyst,48000,EUR,50537,Spain,0,Spain,M
2022,SE,FT,Data Analyst,35000,EUR,36850,Spain,0,Spain,M
2022,SE,FT,Data Engineer,197000,USD,197000,United States,0,United States,M
2022,SE,FT,Data Engineer,99000,USD,99000,United States,0,United States,M
2022,SE,FT,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,SE,FT,Data Engineer,110000,USD,110000,United States,0,United States,M
2022,SE,FT,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Scientist,129300,USD,129300,United States,0,United States,M
2021,SE,FT,3D Computer Vision Researcher,5000,USD,5000,United States,100,United States,L
2022,MI,FT,Data Scientist,30000,USD,30000,Mexico,100,Mexico,L
2022,MI,FT,Analytics Engineer,78000,USD,78000,Brazil,100,Brazil,M
2022,MI,FT,Analytics Engineer,48000,USD,48000,Brazil,100,Brazil,M
2022,SE,FT,Data Engineer,170000,USD,170000,United States,0,United States,M
2022,SE,FT,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,SE,FT,Data Analyst,150000,USD,150000,United States,0,United States,M
2022,SE,FT,Data Analyst,95000,USD,95000,United States,0,United States,M
2022,MI,FT,Data Engineer,78000,USD,78000,Brazil,100,Brazil,M
2022,MI,FT,Data Engineer,42000,USD,42000,Brazil,100,Brazil,M
2022,SE,FT,Data Architect,345600,USD,345600,United States,0,United States,M
2022,SE,FT,Data Architect,230400,USD,230400,United States,0,United States,M
2022,SE,FT,Data Engineer,145000,USD,145000,United States,0,United States,M
2022,SE,FT,Data Engineer,115000,USD,115000,United States,0,United States,M
2022,MI,FT,BI Analyst,78000,USD,78000,Brazil,100,Brazil,M
2022,MI,FT,BI Analyst,48000,USD,48000,Brazil,100,Brazil,M
2022,SE,FT,Data Analyst,175950,USD,175950,United States,100,United States,M
2022,SE,FT,Data Analyst,130050,USD,130050,United States,100,United States,M
2022,SE,FT,Data Engineer,205600,USD,205600,United States,0,United States,L
2022,SE,FT,Data Engineer,105700,USD,105700,United States,0,United States,L
2022,SE,FT,Data Analyst,236600,USD,236600,United States,100,United States,M
2022,SE,FT,Data Analyst,89200,USD,89200,United States,100,United States,M
2022,MI,FT,Data Scientist,84000,USD,84000,Brazil,100,Brazil,M
2022,MI,FT,Data Scientist,54000,USD,54000,Brazil,100,Brazil,M
2022,EN,FT,Data Scientist,80000,USD,80000,United States,100,United States,L
2022,SE,FT,Marketing Data Analyst,200000,USD,200000,United Kingdom,100,United Kingdom,S
2022,EN,FT,Data Scientist,96000,CAD,74286,Canada,100,Canada,L
2022,SE,FT,Data Science Lead,165000,USD,165000,United States,50,United States,S
2022,EN,FT,Data Scientist,27000,GBP,33440,United Kingdom,50,United Kingdom,L
2022,SE,FT,Data Engineer,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Engineer,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,SE,FT,Data Analyst,110600,USD,110600,United States,0,United States,M
2021,EN,FT,Power BI Developer,400000,INR,5409,India,50,India,L
2021,MI,FT,Data Engineer,100000,AUD,75050,Australia,50,Australia,L
2022,SE,FT,Data Engineer,225000,USD,225000,United States,0,United States,M
2022,SE,FT,Data Engineer,184100,USD,184100,United States,0,United States,M
2022,SE,FT,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Scientist,225000,USD,225000,United States,0,United States,M
2022,SE,FT,Data Scientist,156400,USD,156400,United States,0,United States,M
2022,SE,FT,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,EN,FT,Machine Learning Engineer,108000,USD,108000,United States,0,United States,S
2022,SE,FT,Product Data Scientist,8000,USD,8000,India,100,Singapore,L
2022,SE,FT,Data Scientist,155000,USD,155000,United States,100,United States,M
2022,SE,FT,Data Scientist,38000,USD,38000,United States,100,United States,M
2022,MI,FT,Data Analyst,85000,USD,85000,United States,0,United States,M
2022,MI,FT,Data Analyst,65000,USD,65000,United States,0,United States,M
2022,SE,FT,Data Scientist,155000,USD,155000,United States,100,United States,M
2022,SE,FT,Data Scientist,38000,USD,38000,United States,100,United States,M
2022,MI,FT,Data Engineer,90000,GBP,111469,United Kingdom,0,United Kingdom,M
2022,MI,FT,Data Engineer,75000,GBP,92891,United Kingdom,0,United Kingdom,M
2022,SE,FT,Data Scientist,153600,USD,153600,United States,100,United States,M
2022,SE,FT,Data Scientist,106800,USD,106800,United States,100,United States,M
2022,SE,FT,Data Scientist,185000,USD,185000,United States,100,United States,M
2022,SE,FT,Data Scientist,50000,USD,50000,United States,100,United States,M
2022,SE,FT,Data Engineer,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Engineer,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Scientist,155000,USD,155000,United States,100,United States,M
2022,SE,FT,Data Scientist,38000,USD,38000,United States,100,United States,M
2022,SE,FT,Data Scientist,168000,USD,168000,United States,100,United States,M
2022,SE,FT,Data Scientist,130000,USD,130000,United States,100,United States,M
2022,SE,FT,Data Scientist,123400,USD,123400,United States,0,United States,M
2022,SE,FT,Data Scientist,88100,USD,88100,United States,0,United States,M
2022,SE,FT,Data Scientist,120000,USD,120000,United States,100,United States,S
2022,SE,FT,Data Scientist,55000,USD,55000,United States,100,United States,S
2022,SE,FT,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Engineer,191200,USD,191200,United States,0,United States,M
2022,SE,FT,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,SE,FT,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,SE,FT,Data Analyst,110600,USD,110600,United States,0,United States,M
2022,SE,FT,Analytics Engineer,150000,USD,150000,United States,0,United States,M
2022,SE,FT,Analytics Engineer,120000,USD,120000,United States,0,United States,M
2022,SE,FT,Data Science Consultant,139000,USD,139000,United States,0,United States,M
2022,SE,FT,Data Science Consultant,122000,USD,122000,United States,0,United States,M
2022,SE,FT,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Analyst,139600,USD,139600,United States,0,United States,M
2022,SE,FT,Data Analyst,85700,USD,85700,United States,0,United States,M
2022,SE,FT,Data Engineer,185000,USD,185000,United States,100,United States,M
2022,SE,FT,Data Engineer,50000,USD,50000,United States,100,United States,M
2022,SE,FT,Data Engineer,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Engineer,129300,USD,129300,United States,0,United States,M
2022,SE,FT,Data Scientist,225000,USD,225000,United States,0,United States,M
2022,SE,FT,Data Scientist,156400,USD,156400,United States,0,United States,M
2022,SE,FT,Data Scientist,200000,USD,200000,United States,100,United States,M
2022,SE,FT,Data Scientist,175000,USD,175000,United States,100,United States,M
2022,SE,FT,Data Engineer,185900,USD,185900,United States,0,United States,M
2022,SE,FT,Data Engineer,129300,USD,129300,United States,0,United States,M
2022,MI,FT,ML Engineer,148500,USD,148500,United States,100,United States,L
2022,MI,FT,ML Engineer,98200,USD,98200,United States,100,United States,L
2022,SE,FT,Data Analyst,115000,USD,115000,United States,100,United States,M
2022,SE,FT,Data Analyst,95000,USD,95000,United States,100,United States,M
2022,SE,FT,Data Architect,225000,USD,225000,United States,100,United States,M
2022,SE,FT,Data Architect,66000,USD,66000,United States,100,United States,M
2022,SE,FT,Data Scientist,185000,USD,185000,United States,100,United States,M
2022,SE,FT,Data Scientist,50000,USD,50000,United States,100,United States,M
2022,SE,FT,Data Scientist,45000,EUR,47379,Spain,0,Spain,M
2022,SE,FT,Data Scientist,36000,EUR,37903,Spain,0,Spain,M
2022,MI,FT,Data Manager,134000,USD,134000,United States,0,United States,M
2022,MI,FT,Data Manager,98000,USD,98000,United States,0,United States,M
2022,MI,FT,Data Analyst,105000,USD,105000,United States,0,United States,M
2022,MI,FT,Data Analyst,62000,USD,62000,United States,0,United States,M
2022,EN,FT,BI Data Analyst,57000,USD,57000,United States,100,United States,L
2022,SE,FT,Big Data Engineer,210000,CAD,162502,Canada,50,Canada,M
2022,MI,FT,Data Scientist,144200,USD,144200,United States,100,United States,M
2022,MI,FT,Data Scientist,115360,USD,115360,United States,100,United States,M
2022,MI,FT,Data Scientist,120000,AUD,83793,Australia,0,Australia,L
2022,SE,FT,Principal Data Architect,3000000,INR,38483,India,100,India,L
2022,SE,FT,Data Engineer,70000,EUR,73701,Portugal,0,Portugal,M
2022,SE,FT,Data Engineer,40000,EUR,42114,Portugal,0,Portugal,M
2022,SE,FT,Data Engineer,170000,USD,170000,United States,100,United States,M
2022,SE,FT,Data Engineer,150000,USD,150000,United States,100,United States,M
2022,SE,FT,Data Architect,180000,USD,180000,United States,100,United States,M
2022,SE,FT,Data Architect,160000,USD,160000,United States,100,United States,M
2022,MI,FT,Data Scientist,108000,USD,108000,United States,50,United States,L
2022,SE,FT,Machine Learning Manager,200000,USD,200000,United States,100,United States,M
2022,SE,FT,Machine Learning Manager,150000,USD,150000,United States,100,United States,M
2022,EX,FT,Data Manager,164000,CAD,126906,Canada,50,Canada,L
2022,SE,FT,Data Engineer,188700,USD,188700,United States,100,United States,M
2022,SE,FT,Data Engineer,160395,USD,160395,United States,100,United States,M
2022,SE,FT,Data Analyst,115934,USD,115934,United States,100,United States,M
2022,SE,FT,Data Analyst,81666,USD,81666,United States,100,United States,M
2022,SE,FT,Data Engineer,300000,USD,300000,United States,0,United States,M
2022,SE,FT,Data Engineer,225000,USD,225000,United States,0,United States,M
2022,SE,FT,Data Scientist,198440,USD,198440,United States,100,United States,M
2022,SE,FT,Data Scientist,144000,USD,144000,United States,100,United States,M
2022,SE,FT,Applied Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Applied Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Analyst,48000,EUR,50537,Spain,0,Spain,M
2022,SE,FT,Data Analyst,35000,EUR,36850,Spain,0,Spain,M
2022,MI,FT,Data Scientist,72000,EUR,75806,Germany,100,Germany,S
2022,SE,FT,Lead Data Scientist,156868,USD,156868,United States,100,United States,L
2022,SE,FT,BI Analyst,200000,USD,200000,Nigeria,100,Nigeria,S
2022,SE,FT,Data Scientist,198440,USD,198440,United States,0,United States,L
2022,SE,FT,Data Scientist,144000,USD,144000,United States,0,United States,L
2022,SE,FT,Lead Machine Learning Engineer,66000,EUR,69489,Portugal,100,Portugal,L
2022,MI,FT,NLP Engineer,120000,CZK,5132,Czechia,100,Czechia,M
2022,SE,CT,Data Analyst,90000,USD,90000,United States,100,United States,M
2022,MI,FT,Research Scientist,120000,EUR,126344,Germany,0,Germany,S
2022,MI,FT,Research Scientist,80000,EUR,84229,Germany,0,Germany,S
2022,SE,FT,Data Engineer,200000,USD,200000,United States,100,United States,M
2022,SE,FT,Data Engineer,180000,USD,180000,United States,100,United States,M
2022,MI,FT,Analytics Engineer,108000,USD,108000,United States,100,United States,M
2022,MI,FT,Analytics Engineer,85000,USD,85000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,United States,100,United States,M
2022,SE,FT,Data Engineer,165000,USD,165000,United States,100,United States,M
2022,SE,FT,Data Engineer,132000,USD,132000,United States,100,United States,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,United States,100,United States,M
2022,SE,FT,Analytics Engineer,110000,USD,110000,United States,100,United States,M
2022,MI,FT,BI Data Analyst,65000,AUD,45388,Australia,50,Australia,L
2021,EN,FT,Data Analyst,56000,AUD,42028,Australia,50,Australia,L
2022,MI,FT,Data Analytics Engineer,135000,USD,135000,United States,100,United States,L
2022,SE,FT,Data Engineer,178800,USD,178800,United States,100,United States,L
2022,SE,FT,Data Engineer,132100,USD,132100,United States,100,United States,L
2022,EN,FT,Data Analyst,20000,USD,20000,CR,50,United States,M
2022,SE,FT,Machine Learning Engineer,140000,USD,140000,Canada,0,Canada,M
2022,SE,FT,Machine Learning Engineer,110000,USD,110000,Canada,0,Canada,M
2022,SE,FT,Data Engineer,160000,USD,160000,United States,100,United States,M
2022,SE,FT,Data Engineer,85000,USD,85000,United States,100,United States,M
2022,SE,FT,ETL Developer,250000,USD,250000,United States,100,United States,M
2022,SE,FT,ETL Developer,63000,USD,63000,United States,100,United States,M
2022,EX,FT,Data Engineer,187200,USD,187200,United States,100,United States,M
2022,EX,FT,Data Engineer,116100,USD,116100,United States,100,United States,M
2022,MI,FT,Data Scientist,10000,USD,10000,Turkey,0,Turkey,M
2022,SE,FT,Data Engineer,200000,USD,200000,United States,100,United States,M
2022,SE,FT,Data Engineer,145000,USD,145000,United States,100,United States,M
2022,SE,FT,Data Engineer,229998,USD,229998,United States,0,United States,L
2022,SE,FT,Data Engineer,154545,USD,154545,United States,0,United States,L
2022,SE,FT,Data Scientist,215000,USD,215000,United States,0,United States,L
2022,SE,FT,Data Scientist,159000,USD,159000,United States,0,United States,L
2022,SE,FT,Data Engineer,229998,USD,229998,United States,0,United States,L
2022,SE,FT,Data Engineer,154545,USD,154545,United States,0,United States,L
2022,EN,FT,AI Scientist,50000,USD,50000,United States,100,United States,M
2022,SE,FT,Data Scientist Lead,183000,USD,183000,United States,100,United States,L
2022,SE,FT,Data Analyst,99750,USD,99750,United States,100,United States,M
2022,SE,FT,Data Analyst,68400,USD,68400,United States,100,United States,M
2022,SE,FT,Data Scientist,236900,USD,236900,United States,100,United States,L
2022,SE,FT,Data Scientist,159200,USD,159200,United States,100,United States,L
2022,SE,FT,Data Science Manager,243225,USD,243225,United States,100,United States,M
2022,SE,FT,Data Science Manager,179775,USD,179775,United States,100,United States,M
2022,SE,FT,Data Engineer,175000,USD,175000,United States,100,United States,M
2022,SE,FT,Data Engineer,150000,USD,150000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,United States,100,United States,M
2022,SE,FT,Data Scientist,148000,USD,148000,United States,100,United States,M
2022,SE,FT,Data Scientist,128000,USD,128000,United States,100,United States,M
2022,SE,FT,Data Architect,190000,USD,190000,United States,100,United States,M
2022,SE,FT,Data Architect,135000,USD,135000,United States,100,United States,M
2022,SE,FT,Analytics Engineer,130000,USD,130000,United States,100,United States,M
2022,SE,FT,Analytics Engineer,110000,USD,110000,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Engineer,160000,USD,160000,United States,100,United States,M
2022,SE,FT,Data Engineer,85000,USD,85000,United States,100,United States,M
2022,SE,FT,Data Scientist,218000,USD,218000,United States,0,United States,M
2022,SE,FT,Data Scientist,145300,USD,145300,United States,0,United States,M
2022,SE,FT,ML Engineer,195400,USD,195400,United States,100,United States,L
2022,SE,FT,ML Engineer,131300,USD,131300,United States,100,United States,L
2022,EN,FT,Data Specialist,105000,USD,105000,Chile,100,United States,L
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Scientist,207000,USD,207000,United States,100,United States,M
2022,SE,FT,Data Scientist,153000,USD,153000,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Analyst,110000,USD,110000,United States,0,United States,M
2022,SE,FT,Data Analyst,99000,USD,99000,United States,0,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Machine Learning Engineer,200000,USD,200000,Puerto Rico,100,Puerto Rico,M
2022,SE,FT,Machine Learning Engineer,135000,USD,135000,Puerto Rico,100,Puerto Rico,M
2022,SE,FT,Data Scientist,207000,USD,207000,United States,100,United States,M
2022,SE,FT,Data Scientist,153000,USD,153000,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Scientist,191475,USD,191475,United States,100,United States,M
2022,SE,FT,Data Scientist,141525,USD,141525,United States,100,United States,M
2022,SE,FT,Data Engineer,195700,USD,195700,United States,0,United States,M
2022,SE,FT,Data Engineer,130500,USD,130500,United States,0,United States,M
2022,SE,FT,ML Engineer,130000,USD,130000,United States,100,United States,M
2022,SE,FT,ML Engineer,84000,USD,84000,United States,100,United States,M
2022,MI,FT,Data Operations Engineer,100000,USD,100000,United States,100,United States,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,United States,100,United States,M
2022,MI,FT,Data Engineer,65000,GBP,80505,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,55000,GBP,68120,United Kingdom,100,United Kingdom,M
2022,SE,FT,Data Engineer,141300,USD,141300,United States,0,United States,M
2022,SE,FT,Data Engineer,102100,USD,102100,United States,0,United States,M
2022,SE,FT,Data Analyst,48000,EUR,50537,Spain,0,Spain,M
2022,SE,FT,Data Analyst,35000,EUR,36850,Spain,0,Spain,M
2022,MI,FT,Business Data Analyst,150000,USD,150000,United States,100,United States,L
2022,MI,FT,Data Scientist,83000,GBP,102799,United Kingdom,100,United Kingdom,M
2022,EN,FT,Data Scientist,1800000,INR,23090,India,50,India,M
2022,SE,FT,Data Analyst,144000,USD,144000,United States,100,United States,M
2022,SE,FT,Data Analyst,113000,USD,113000,United States,100,United States,M
2022,EN,FT,AI Scientist,30000,EUR,31586,Portugal,100,Spain,M
2022,SE,FT,Data Architect,195400,USD,195400,United States,100,United States,L
2022,SE,FT,Data Architect,131300,USD,131300,United States,100,United States,L
2022,SE,FT,Machine Learning Engineer,195400,USD,195400,United States,100,United States,L
2022,SE,FT,Machine Learning Engineer,131300,USD,131300,United States,100,United States,L
2022,SE,FT,Data Architect,195400,USD,195400,United States,100,United States,L
2022,SE,FT,Data Architect,131300,USD,131300,United States,100,United States,L
2022,SE,FT,Data Architect,190000,USD,190000,United States,100,United States,M
2022,SE,FT,Data Architect,135000,USD,135000,United States,100,United States,M
2022,SE,FT,Data Engineer,135000,USD,135000,United States,100,United States,M
2022,SE,FT,Data Engineer,80000,USD,80000,United States,100,United States,M
2022,EN,FT,BI Data Analyst,633000,INR,8120,India,100,India,M
2022,SE,FT,Data Engineer,160000,USD,160000,United States,100,United States,M
2022,SE,FT,Data Engineer,85000,USD,85000,United States,100,United States,M
2022,SE,FT,Data Engineer,178800,USD,178800,United States,100,United States,L
2022,SE,FT,Data Engineer,132100,USD,132100,United States,100,United States,L
2022,MI,CT,NLP Engineer,60000,USD,60000,India,100,United States,S
2022,SE,FT,Machine Learning Engineer,60000,EUR,63172,Finland,50,Finland,S
2022,EN,FT,Business Data Analyst,50000,USD,50000,India,100,American Samoa,L
2022,SE,FT,Data Engineer,140000,USD,140000,United States,100,United States,M
2022,SE,FT,Data Engineer,105000,USD,105000,United States,100,United States,M
2022,MI,FT,Data Engineer,65000,GBP,80505,United Kingdom,100,United Kingdom,M
2022,MI,FT,Data Engineer,55000,GBP,68120,United Kingdom,100,United Kingdom,M
2022,SE,FT,Analytics Engineer,190000,USD,190000,United States,100,United States,M
2022,SE,FT,Analytics Engineer,140000,USD,140000,United States,100,United States,M
2022,MI,FT,Data Operations Engineer,100000,USD,100000,United States,100,United States,M
2022,MI,FT,Data Operations Engineer,60000,USD,60000,United States,100,United States,M
